call_day,ai_score,sunbiz_status,status,notes,name,owner_name,phone,category,address,locality,is_chain,website
49,0,ACTIVE,New,,Sly Bar,,(727) 329-8081,Bars,2061 Central Ave,"Saint Petersburg, FL 33713",False,http://slybar.com/
34,0,ACTIVE,New,,Slwm,,(727) 531-1112,Marketing Agencies,12161 62nd St,"Largo, FL 33773",False,http://webbmason.com/
49,0,Scrape Error,New,,Sleep Number Store,,(727) 344-4488,Furniture Stores,1601 66th St N,"St Petersburg, FL 33710",False,https://www.sleepnumber.com/stores/fl/saint-petersburg/1601-66th-st-n
47,0,Scrape Error,New,,Smith & Sons Landscaping/Lawn Care Services,,(727) 480-2600,Landscaping Services,,"Clearwater, FL 33764",False,https://www.facebook.com/rrlandscapinginc
31,0,ACTIVE,New,,Skyway Cafe,,(727) 576-4100,Cafes,11140 4th St N,"St Petersburg, FL 33716",False,http://skywayjacksfl.com/
26,0,Scrape Error,New,,Skillful Heating & Cooling Repair,,(727) 440-2397,HVAC Contractors,5000 Park St N,"Saint Petersburg, FL 33709",False,
23,0,ACTIVE,New,,Sod Scape,,(727) 543-3921,Landscaping Services,3507 42nd Ave N,"Saint Petersburg, FL 33714",False,http://sodscape.com/
51,0,ACTIVE,New,,Silverson tree and landscape,,(727) 409-4894,Landscaping Services,7024 111th St,"Seminole, FL 33772",False,http://www.silversontree.com/
50,0,ACTIVE,New,,Sonder Social Club,,(727) 754-6674,Bars,966 Douglas Ave Ste 101,"Dunedin, FL 34698",False,http://www.facebook.com/sondersocialclub
49,0,ACTIVE,New,,Simplistic Property Solutions,,(727) 400-1148,Landscaping Services,558 Roser Park Dr S,"Saint Petersburg, FL 33701",False,https://www.mrhandyman.com/palm-harbor-clearwater-largo/
42,0,Scrape Error,New,,Sondregger Insurance Agency,,(727) 209-2844,Insurance Agencies,11500 Seminole Blvd,"Largo, FL 33778",False,http://jergerandsons.com/
27,0,ACTIVE,New,,Simone Healthcare,,(727) 623-4852,Medical Clinics,9365 Us Highway 19 N Ste D,"Pinellas Park, FL 33782",False,https://www.seniorlivingguide.com/services/simone-health-care-llc-6791-49th-street-n-pinellas-park-fl-33781
50,0,ACTIVE,New,,Simon's Pub,,(727) 733-7962,Bars,610 Union St,"Dunedin, FL 34698",False,http://www.eddiesbarandgrill.com/
45,0,ACTIVE,New,,Simon Attorney Donald at Law,,(727) 531-2002,Law Firms,3900 Belle Oak Blvd,"Largo, FL 33771",False,http://www.dedicateddefense.com/
27,0,ACTIVE,New,,Spine Care Associates,,(727) 216-0374,Medical Clinics,2550 Drew St,"Clearwater, FL 33765",False,http://floridaspineinstitute.com/
30,0,ACTIVE,New,,Sports Chiropractor,,(727) 300-1379,Chiropractors,3201 66th St N,"Saint Petersburg, FL 33710",False,http://doctorgolden.com/
32,0,ACTIVE,New,,Strategic Roofing,,(727) 591-3585,Roofing Contractors,5830 142nd Ave N,"Clearwater, FL 33760",False,https://www.floridaroof.work/
32,0,ACTIVE,New,,"Scribe Opco, Inc",,(727) 536-7895,Marketing Agencies,14421 Myerlake Cir,"Clearwater, FL 33760",False,https://www.kooziegroup.com/
50,0,ACTIVE,New,,"Scott, William C, DMD",,(727) 392-6064,Dentists,9200 113th St,"Seminole, FL 33772",False,http://jeffscottdentistry.com/
28,0,Scrape Error,New,,Scott's Heating & Air Conditioning,,(727) 501-1000,HVAC Contractors,117 1st Ave SW,"Largo, FL 33770",False,http://dosshvac.com/
28,0,ACTIVE,New,,Steller Stephen J Dc,,(727) 587-6667,Chiropractors,1345 W Bay Dr,"Largo, FL 33770",False,http://banackichiropractic.com/
33,0,ACTIVE,New,,Step 2 Success Marketing,,(727) 258-8490,Marketing Agencies,,"Saint Petersburg, FL 33701",False,http://s2smarketing.com/count.html
45,0,ACTIVE,New,,"Schofner, Theodore R (JD)",,(727) 588-0290,Law Firms,2117 Indian Rocks Rd S,"Largo, FL 33774",False,http://www.elderlawattorney.com/
45,0,ACTIVE,New,,"Mickey Keenan, P.A.",,(727) 339-5535,Law Firms,14581 Walsingham Rd Ste A,"Largo, FL 33774",False,https://mickeykeenan.com/
42,0,ACTIVE,New,,Scrubs N Stuff,,(727) 347-6750,Clothing Stores,3993 Tyrone Blvd N,"Saint Petersburg, FL 33709",False,http://www.scrubsnstuff.com/
33,0,ACTIVE,New,,Stillwater Wellness Center,,(727) 688-5479,Wellness Center,1130 Pinehurst Rd Ste D,"Dunedin, FL 34698",False,http://www.stillwaterwell.com/
32,0,Scrape Error,New,,"Sarah Lynn Serkowski, O.T.R./L",,(727) 391-2200,Physical Therapy,9393 Park Blvd,"Seminole, FL 33777",False,
50,0,ACTIVE,New,,Stillwaters Tavern,,(727) 350-1019,Bars,224 Beach Dr NE,"St Petersburg, FL 33701",False,https://stillwaterstavern.com/
30,0,ACTIVE,New,,"Sara Bowden, PT, DPT",,(727) 587-0582,Physical Therapy,2130 E Bay Dr,"Largo, FL 33771",False,http://www.starcareinc.com/
43,0,ACTIVE,New,,Stokes Law Firm,,(727) 954-0186,Law Firms,5109 Central Ave,"Saint Petersburg, FL 33710",False,http://www.stokeslawfirm.com/
33,0,ACTIVE,New,,Sander and Sons Roofing,,(727) 265-7945,Roofing Contractors,1439 Highfield Dr,"Clearwater, FL 33764",False,http://gibsonandsonsroofing.com/contact-us.html
37,0,ACTIVE,New,,Staack Realty Group,,(727) 595-6100,Real Estate Agents,11580 Oakhurst Rd,"Largo, FL 33774",False,http://www.staackrealty.com/
37,0,ACTIVE,New,,St. Petersburg Pediatrics,,(727) 586-5355,Doctors,12955 Seminole Blvd,"Largo, FL 33778",False,http://www.stpetepediatrics.com/
47,0,ACTIVE,New,,SpringHill Suites Clearwater Beach,,(727) 218-1090,Hotels,309 Coronado Dr,"Clearwater Beach, FL 33767",False,http://www.marriott.com/TPAYS
27,0,ACTIVE,New,,St Pete Air Conditioning and Heat,,(727) 521-2001,HVAC Contractors,4865 48th Ave N,"Saint Petersburg, FL 33714",False,https://stpeteairconditioningfl.com/
46,0,ACTIVE,New,,SpringHill Suites St. Petersburg Clearwater,,(727) 571-1600,Hotels,3485 Ulmerton Rd,"Clearwater, FL 33762",False,http://marriott.com/TPACE
23,0,ACTIVE,New,,Shane's Lawn Care,,(727) 409-0045,Landscaping Services,1497 Main St Ste 121,"Dunedin, FL 34698",False,http://www.bestpestmanagement.com/
32,0,ACTIVE,New,,"Shamsah Shidi, PT",,(727) 447-8884,Physical Therapy,611 Druid Rd E Ste 301,"Clearwater, FL 33756",False,https://www.bayareachest.com/contact
47,0,ACTIVE,New,,Serenity Now Books and Gifts,,(727) 787-5400,Gift Shops,3273 Tampa Rd,"Palm Harbor, FL 34684",False,https://www.serenitynowbooksandgifts.com/contact
46,0,ACTIVE,New,,Sepideh Eskandari PA,,(727) 618-1028,Law Firms,674 2nd Ave S,"Saint Petersburg, FL 33701",False,https://sepideheskandaripa.localsearch.com/
28,0,Scrape Error,New,,Seminole Spine,,(727) 201-4549,Chiropractors,8400 113th St,"Seminole, FL 33772",False,http://www.seminolespine.com/
28,0,Scrape Error,New,,Seminole Chiropractic Wellness Center,,(727) 398-3999,Chiropractors,8229 113th St,"Seminole, FL 33772",False,http://www.chiropractorstpete.com/
49,0,ACTIVE,New,,St. Pete Brewing Company,,(727) 623-4837,Bars,544 1st Ave N,"St Petersburg, FL 33701",False,https://www.stpetebrewingcompany.com/contact-us
47,0,ACTIVE,New,,"Seating Connection, Inc",,(727) 678-9233,Furniture Stores,,"Clearwater, FL 33756",False,http://www.seatingconnection.com/
32,0,ACTIVE,New,,St Pete Physical Therapy,,(727) 490-9487,Physical Therapy,11210 Blue Heron Blvd N,"Saint Petersburg, FL 33716",False,https://stpetept.com/
48,0,ACTIVE,New,,Seahorse Cottages,,(727) 367-2291,Hotels,10356 Gulf Blvd,"Treasure Island, FL 33706",False,https://www.belleairlargohotel.com/
49,0,ACTIVE,New,,Sea Grapes Wine Lounge And Light Fare,,(727) 500-0052,Bars,6390 Gulf Blvd,"St Pete Beach, FL 33706",False,http://www.seagrapeseatery.com/
40,0,ACTIVE,New,,Sea Fear,,(727) 532-6904,Clothing Stores,14770 62nd St N,"Clearwater, FL 33760",False,https://seafear.com/index.php
29,0,ACTIVE,New,,St Pete Spinal Care,,(727) 344-2225,Chiropractors,2201 58th St N,"Saint Petersburg, FL 33710",False,http://www.stpetespine.com/
38,0,ACTIVE,New,,The 802 Gypsy,,(727) 314-1980,Boutiques,,"Treasure Island, FL 33706",False,https://the802gypsy.com/
30,0,ACTIVE,New,,The Aging Still Bar & Grill,,(727) 581-5466,Bars,11561 Walsingham Rd,"Largo, FL 33778",False,http://theagingstill.com/
51,0,ACTIVE,New,,The BLVD Pub and Grub,,(727) 350-5949,Bars,9919 Seminole Blvd,"Seminole, FL 33772",False,https://the-blvd-pub-and-grub.ueniweb.com/
47,0,Scrape Error,New,,Travelodge by Wyndham Clearwater/US 19 N,,(727) 797-2600,Hotels,20788 Us Highway 19 N,"Clearwater, FL 33765",False,https://www.wyndhamhotels.com/travelodge/clearwater-florida/travelodge-clearwater-us-19-n/overview
47,0,ACTIVE,New,,Pool Services of Central FL,,(727) 286-8007,Pool Cleaning Services,11701 Belcher Rd S,"Largo, FL 33773",False,https://poolservicesofcentralfl.com/our-work
46,0,ACTIVE,New,,"Pool Perfection, LLC",,(727) 410-7655,Pool Cleaning Services,11599 Seminole Blvd,"Largo, FL 33778",False,http://theperfectpool.com/
32,0,ACTIVE,New,,Tranquil Moments Massage & Nails,,(727) 939-1144,Physical Therapy,40347 US Highway 19 N,"Tarpon Springs, FL 34689",False,http://www.tarponspringsmassage.com/
42,0,Scrape Error,New,,"Pokharel, Aaushma D, MD",,(727) 489-3305,Doctors,3600 Oak Manor Ln,"Largo, FL 33774",False,http://legacyhealthmedical.com/
37,0,ACTIVE,New,,Plumlee Gulf Beach Realty,,(727) 596-5821,Real Estate Agents,417 1st Ave NE,"Largo, FL 33770",False,http://www.plumleegulfbeachrealty.com/?utm_source=yp&utm_medium=yp&utm_campaign=yp&NCK=yp
30,0,ACTIVE,New,,"Treantos, Brianna",,(727) 530-7778,Physical Therapy,2480 E Bay Dr,"Largo, FL 33771",False,http://www.starcareinc.com/
47,0,ACTIVE,New,,Pool Sharks of Tampa Bay,,(727) 804-2452,Pool Cleaning Services,12294 oak st,"Largo, FL 33774",False,http://www.poolcareflorida.com/
42,0,ACTIVE,New,,Pj Design Inc,,(727) 525-0599,Clothing Stores,2830 46th Ave N,"Saint Petersburg, FL 33714",False,http://www.peggyjennings.com/
47,0,ACTIVE,New,,TreeCology,,(727) 789-4500,Landscaping Services,,,False,
45,0,ACTIVE,New,,Pippen Joseph F Jr Atty,,(727) 586-3306,Law Firms,10225 Ulmerton Rd,"Largo, FL 33771",False,https://www.attypip.com/locations
43,0,ACTIVE,New,,Trenam Kemker Scharf Barkin Frye O'Neill & Mullis Attys,,(727) 896-7171,Law Firms,200 Central Ave,"Saint Petersburg, FL 33701",False,
43,0,Scrape Error,New,,Tri-Star Medical,,(727) 535-9899,Doctors,13787 Belcher Rd S Ste 100,"Largo, FL 33771",False,http://tristarmedicalpartners.com/
36,0,ACTIVE,New,,Tribe House,,(727) 614-9102,Cafes,12911 Walsingham Rd,"Largo, FL 33774",False,https://tribeteahouse.com/largo-florida-location
37,0,ACTIVE,New,,Traditional Roof Repair,,(727) 201-3203,Roofing Contractors,4599 Gulf Blvd,"St Pete Beach, FL 33706",False,https://gwrandr.com/
40,0,ACTIVE,New,,Pool Troopers,,(727) 446-7122,Pool Cleaning Services,,,False,
24,0,ACTIVE,New,,"TrimWorks Property Services, LLC",,(727) 289-1633,Landscaping Services,12360 66th St,"Largo, FL 33773",False,http://www.trimworkspro.com/
24,0,ACTIVE,New,,Top Shelf Tree Service & Landscaping,,(727) 735-1544,Landscaping Services,4604 49th St N # 29,"Saint Petersburg, FL 33709",False,http://topshelftreeservice.com/
35,0,ACTIVE,New,,Premier Sotheby's International Realty,,(727) 595-1605,Real Estate Agents,2933 W Bay Dr,"Belleair Bluffs, FL 33770",False,https://www.premiersothebysrealty.com/real-estate-office/164/beaches-of-pinellas-rentals
26,0,ACTIVE,New,,Todd's Air Conditioning & Refrigeration,,(727) 585-6970,HVAC Contractors,16603 Us Highway 19 N,"Clearwater, FL 33764",False,http://toddsairconditioning.com/
26,0,Scrape Error,New,,Todds Air Conditioning Refrigeration,,(727) 543-7216,HVAC Contractors,16603 Us Highway 19 N,"Clearwater, FL 33764",False,https://www.toddsairconditioning.com/
40,0,ACTIVE,New,,Premier Pools & Spas | Tampa Bay North,,(727) 222-4413,Pool Cleaning Services,4825 Alt 19,"Palm Harbor, FL 34683",False,https://premierpoolsandspas.com/pool-builders/florida/north-tampa-bay/?y_source=1_MTgwODgyNzktNTUzLWxvY2F0aW9uLndlYnNpdGU%3D
36,0,ACTIVE,New,,Tom Bales & Co,,(727) 458-8731,Real Estate Agents,6121 Seminole Blvd,"Seminole, FL 33772",False,https://tombalesco.com/
50,0,ACTIVE,New,,Tony Nader,,(727) 394-6064,Dentists,9200 113th St,"Seminole, FL 33772",False,https://rivercrestcommonsfamilydental.com/
48,0,ACTIVE,New,,Precise Lawn Care,,(727) 771-7104,Landscaping Services,288 Whisper Lake Rd,"Palm Harbor, FL 34683",False,http://www.bestpestmanagement.com/
45,0,Scrape Error,New,,"Tracie Leonhardt, DO",,(727) 826-0838,Doctors,1120 Belcher Rd S Ste 2,"Largo, FL 33771",False,https://www.peaksofhealth.com/
35,0,ACTIVE,New,,Praxis Wellness,,(727) 314-2130,Wellness Center,2905 Rigsby Ln,"Safety Harbor, FL 34695",False,https://www.praxiswellnessllc.com/
32,0,ACTIVE,New,,Power Moves Digital Marketing & Websites,,(727) 219-3721,Marketing Agencies,1958 Promenade Way,"Clearwater, FL 33760",False,https://powermovesdm.com/
36,0,ACTIVE,New,,Pourchot Heather,,(727) 398-8000,Real Estate Agents,8200 Seminole Blvd,"Seminole, FL 33772",False,http://uniquehomesoftampabay.com/
41,0,ACTIVE,New,,Poolseye,,(727) 291-2187,Pool Cleaning Services,,,False,
26,0,ACTIVE,New,,Trichom Health Center,,(727) 330-2773,Medical Clinics,6530 Park Blvd N,"Pinellas Park, FL 33781",False,http://www.trichomhealthcenter.com/
47,0,ACTIVE,New,,Tropical Mokes,,(727) 607-0140,Hotels,22 Bay Esplanade,"Clearwater, FL 33767",False,https://www.tropicalmokes.com/
34,0,ACTIVE,New,,Prestige Marketing Concepts,,(727) 754-9910,Marketing Agencies,11580 Oakhurst Rd,"Largo, FL 33774",False,http://www.gotoconcepts.com/lang/en/home/index.php
47,0,Scrape Error,New,,Perfect Blend 2,,(727) 648-0070,Furniture Stores,9933 Seminole Blvd,"Seminole, FL 33772",False,http://www.perfectblend2.com/
41,0,ACTIVE,New,,Unique Insurance Concepts,,(727) 223-3192,Insurance Agencies,1301 Seminole Blvd,"Largo, FL 33770",False,https://www.bellinsurancesaintpete.net/
51,0,ACTIVE,New,,United Roofing and Construction,,(727) 498-6204,Roofing Contractors,4209 114th Ter N,"Clearwater, FL 33762",False,http://www.unitedroofingservices.com/
38,0,ACTIVE,New,,United States Roofing Supply,,(727) 387-1916,Roofing Contractors,8175 Ulmerton Rd,"Largo, FL 33771",False,https://unitedstatesroofingsupply.com/
41,0,ACTIVE,New,,"Perkins, Michelle A, MD",,(727) 586-5355,Doctors,12170 Seminole Blvd,"Largo, FL 33778",False,http://aplaceforwomen.com/
27,0,ACTIVE,New,,Performance Chiropractic,,(727) 532-9700,Medical Clinics,13770 58th St N Suite 303,"Clearwater, FL 33760",False,https://performancechiropractic.org/
24,0,ACTIVE,New,,Performance Air Conditioning Services Inc,,(727) 323-8088,HVAC Contractors,3700 45th Ave N,"Saint Petersburg, FL 33714",False,http://performanceac.com/
45,0,ACTIVE,New,,Pequignot Margot Atty,,(727) 518-7330,Law Firms,164 8th Ave SW,"Largo, FL 33770",False,http://davidellislaw.com/
39,0,ACTIVE,New,,"Phan, Tina, AGT",,(727) 544-1380,Insurance Agencies,11250 66th St,"Largo, FL 33773",False,https://www.greatflorida.com/tina-phan-largo-fl-homeowners-insurance-agent
49,0,ACTIVE,New,,Pepperz Cabaret,,(727) 828-9933,Bars,4918 Gulfport Blvd S,"Gulfport, FL 33707",False,http://www.eliteentertainmentdjs.com/
45,0,ACTIVE,New,,Urbaniak Plastic Surgery,,(727) 498-1900,Doctors,13201 Walsingham Rd Ste 200,"Largo, FL 33774",False,https://urbaniakplasticsurgery.com/main-facility
44,0,ACTIVE,New,,"Urieto, Jeffrey, MD",,(727) 593-9848,Doctors,13670 Walsingham Rd,"Largo, FL 33774",False,https://www.hcafloridaphysicians.com/physicians/profile/Dr-Jeffrey-T.-T-Brumfield-MD
42,0,Scrape Error,New,,"Urjit Deepak Gheewala, MD",,(727) 559-0895,Doctors,1345 W Bay Dr Ste 202,"Largo, FL 33770",False,http://jsahealthcare.com/
37,0,ACTIVE,New,,Uthrive Asset Development,,(727) 902-3394,Real Estate Agents,200 W Bay Dr,"Largo, FL 33770",False,http://uthriveassetdevelopment.com/
37,0,ACTIVE,New,,Peninsula Pediatrics-West FL,,(727) 228-7000,Doctors,13131 66th St,"Largo, FL 33773",False,http://peninsulapediatricsfl.com/
39,0,ACTIVE,New,,Underground Station,,(727) 343-3462,Clothing Stores,2399 Tyrone Sq,"Saint Petersburg, FL 33710",False,https://www.journeys.com/store/underground-tyrone-square-mall
24,0,ACTIVE,New,,Phil Peters Air Conditioning,,(727) 526-5509,HVAC Contractors,2660 61st Ave N,"Saint Petersburg, FL 33714",False,https://www.coolquest.com/
33,0,ACTIVE,New,,Pineapples Play Therapy,,(727) 509-3960,Physical Therapy,2189 Cleveland St #210,"Clearwater, FL 33765",False,https://www.pineapplestherapy.com/
50,0,ACTIVE,New,,Trully Lawn Care,,(727) 219-2346,Landscaping Services,9292 49th St N,"Pinellas Park, FL 33782",False,http://www.trulythebest.com/
32,0,ACTIVE,New,,Pineapple Espresso,,(727) 202-8862,Cafes,3045 Dr Martin Luther King Jr St N,"St Petersburg, FL 33704",False,https://www.facebook.com/Pineapple-Espresso-2097805550549675
36,0,ACTIVE,New,,Troy Walseth Team,,(727) 437-2188,Real Estate Agents,5666 Seminole Blvd,"Seminole, FL 33772",False,https://troywalseth.com/home-flipping-class
35,0,ACTIVE,New,,True Wellness Massage,,(727) 300-3355,Wellness Center,7236 State Road 52,"Hudson, FL 34667",False,https://mrsrinc.com/
29,0,ACTIVE,New,,Pierce Clinic Of Chiropractic - G Stanford Pierce DC,,(727) 528-8700,Chiropractors,2201 62nd Ave N,"Saint Petersburg, FL 33702",False,http://www.pierceclinicstpete.com/
45,0,ACTIVE,New,,Pieces of a Dream,,(727) 317-2031,Gift Shops,2430 Central Ave,"Saint Petersburg, FL 33712",False,https://piecesofadream.payscapecommerce.com/
31,0,ACTIVE,New,,Pick Your Poison Cupcake Cafe,,(727) 725-3616,Cafes,100 Main St,"Safety Harbor, FL 34695",False,http://www.athensrestaurantfl.com/
26,0,ACTIVE,New,,Physicians Center for Weight Loss & Age Management,,(727) 559-1045,Medical Clinics,232 Indian Rocks Rd N,"Belleair Bluffs, FL 33770",False,https://www.agelessandevergreen.org/
40,0,ACTIVE,New,,Undergound by Journeys,,(727) 343-3462,Clothing Stores,6901 22nd Ave N,"Saint Petersburg, FL 33710",False,http://www.undergroundbyjourneys.com/
25,0,ACTIVE,New,,Physicians Center For Weight Loss & Age Management,,(727) 216-6632,Medical Clinics,2402 W Bay Dr,"Largo, FL 33770",False,https://www.agelessandevergreen.org/
27,0,ACTIVE,New,,Physicians A.R.C,,(727) 826-7044,Medical Clinics,6551 43rd St N,"Pinellas Park, FL 33781",False,https://discspinecare.com/
32,0,ACTIVE,New,,Tukro Coffee,,(727) 953-3958,Cafes,472 Wood St,"Dunedin, FL 34698",False,http://www.tukrocoffee.com/
27,0,ACTIVE,New,,USA Vein Clinics,,(727) 475-7751,Medical Clinics,4900 95th Ave N,"Pinellas Park, FL 33782",False,https://www.usaveinclinics.com/company/locations/florida/tampa/office/pinellas-park
48,0,ACTIVE,New,,Ulises Guzman,,(727) 535-9993,Dentists,10427 Ulmerton Rd Ste B3,"Largo, FL 33771",False,http://www.orthoguzman.com/
40,0,Scrape Error,New,,Phillip R. Connell: Allstate Insurance,,(727) 584-6604,Insurance Agencies,2101 Starkey Rd Unit R-104,"Largo, FL 33771",False,https://agents.allstate.com/phillip-r-connell-largo-fl.html
46,0,ACTIVE,New,,Preservation Law Firm,,(727) 955-3872,Law Firms,1920 E Bay Dr,"Largo, FL 33771",False,https://www.preservationlawfirm.com/
29,0,ACTIVE,New,,Smiles on East Bay,,(727) 536-5787,Dentists,3695 E Bay Dr,"Largo, FL 33771",False,https://smilesoneastbay.com/
35,0,ACTIVE,New,,The Best Cash Home Buyer,,(727) 291-9712,Real Estate Agents,,,False,
29,0,ACTIVE,New,,The Joint Chiropractic,,(727) 361-2476,Chiropractors,1438 66th St N,"St Petersburg, FL 33710",False,https://www.thejoint.com/florida/st-petersburg/tyrone-27081?y_source=1_MjY5MDUwNTEtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D
33,0,ACTIVE,New,,RFZ & Associates,,(727) 999-4715,Marketing Agencies,,,False,
34,0,ACTIVE,New,,R.P. Digital Consulting,,(727) 626-5230,Marketing Agencies,8800 Bardmoor Blvd,"Seminole, FL 33777",False,https://rpdigitalconsulting.com/
32,0,Scrape Error,New,,The Grove Surf + Coffee,,(727) 289-3634,Cafes,7370 Gulf Blvd,"St Pete Beach, FL 33706",False,http://www.grovesurfandcoffee.com/
49,0,ACTIVE,New,,The Gypsy Queen,,(727) 644-8583,Furniture Stores,7255 Central Ave,"Saint Petersburg, FL 33710",False,http://www.clothesmentor.com/stores/st-pete
44,0,ACTIVE,New,,The JillTed Florist,,(727) 461-9055,Gift Shops,1425 S Fort Harrison Ave,"Clearwater, FL 33756",False,https://www.thejilltedflorist.com/?y_source=1_mja4oti5njgtntuzlwxvy2f0aw9ulndlynnpdgu%3d
33,0,ACTIVE,New,,The Jingle Writer,,(727) 224-1791,Marketing Agencies,11125 Park Blvd,"Seminole, FL 33772",False,https://thejinglewriter.com/
49,0,ACTIVE,New,,The Deck Bar & Grille,,(727) 289-9855,Bars,5901 Sun Blvd,"Tierra Verde, FL 33715",False,https://thedeckbarandgrille.com/
51,0,ACTIVE,New,,The Joint St. Pete.,,(727) 317-3936,Bars,7630 34th Ave N,"St Petersburg, FL 33710",False,http://thejointstpete.com/
50,0,ACTIVE,New,,The Kitchen Bar and Bistro,,(727) 669-6762,Bars,156 4th Ave N,"Safety Harbor, FL 34695",False,http://www.thekitchenbarandbistro.com/
46,0,ACTIVE,New,,The Law Office of Nancy H. Parker,,(727) 588-3300,Law Firms,10225 Ulmerton Rd Ste 3C,"Largo, FL 33771",False,https://nancyhparker.com/?utm_source=google-local&utm_medium=organic&utm_campaign=2142
43,0,ACTIVE,New,,The Law Office of Nancy L. Cavey,,(727) 894-3188,Law Firms,1700 66th St N Ste 504,"St Petersburg, FL 33710",False,https://caveylaw.com/
45,0,ACTIVE,New,,"The Law Offices of Frederick W Nessler & Associates, Ltd",,(727) 333-7093,Law Firms,1600 W Bay Dr,"Largo, FL 33770",False,https://nesslerlaw.com/locations/largo-florida
49,0,Scrape Error,New,,RH Outlet Clearwater,,(727) 316-9434,Furniture Stores,21315 Us Highway 19 N,"Clearwater, FL 33765",False,https://rh.com/store-locations/stores.jsp
24,0,ACTIVE,New,,RL'S Reliable Tree Service,,(727) 656-2466,Landscaping Services,Po Box 33,"Largo, FL 33779",False,http://www.aquadocinc.com/
40,0,ACTIVE,New,,The Leak Inspector,,(727) 504-1800,Pool Cleaning Services,1201 Hull St S,"Gulfport, FL 33707",False,http://www.roofrx.com/
40,0,ACTIVE,New,,Rainbow Shops,,(727) 298-0561,Clothing Stores,1293 S Missouri Ave,"Clearwater, FL 33756",False,http://rainbowshops.com/
36,0,Scrape Error,New,,Re/Max,,(727) 897-5305,Real Estate Agents,8050 Seminole Blvd Ste A,"Seminole, FL 33772",False,http://www.remax.com/
27,0,ACTIVE,New,,Rcai Inc,,(727) 873-7867,Medical Clinics,12221 33rd St N,"Saint Petersburg, FL 33716",False,https://discspinecare.com/
48,0,ACTIVE,New,,The Brass Tap St Petersburg,,(727) 822-3100,Bars,655 2nd Ave S,"Saint Petersburg, FL 33701",False,http://thebrasstap.com/
35,0,ACTIVE,New,,"Ray Cook; REALTOR, Keller Williams Realty Gulf",,(727) 330-3333,Real Estate Agents,13800 Park Blvd,"Seminole, FL 33776",False,http://www.raycook.net/
30,0,ACTIVE,New,,Rapp Brewing Company,,(727) 544-1752,Bars,10930 Endeavour Way,"Seminole, FL 33777",False,http://www.rappbrewing.com/
50,0,ACTIVE,New,,The Bungaleaux On Central,,(727) 317-5667,Furniture Stores,2635 Central Ave,"Saint Petersburg, FL 33713",False,http://thebungaleaux.com/
35,0,ACTIVE,New,,The Cove at Bay Pines,,(727) 800-5976,Real Estate Agents,10137 Grand Oak Cir,"Madeira Beach, FL 33708",False,http://www.kbhome.com/new-homes-tampa/the-cove-at-bay-pines
33,0,ACTIVE,New,,Rae Raes Cafe,,(727) 201-4911,Cafes,5701 Central Ave,"Saint Petersburg, FL 33710",False,http://raeraescafe.com/
36,0,ACTIVE,New,,Rachel's Cafe,,(727) 397-8111,Cafes,9617 Bay Pines Blvd,"Saint Petersburg, FL 33708",False,https://www.facebook.com/Lisas-Cafe-Madeira-Beach-136755079695516
41,0,ACTIVE,New,,The Call Wizards,,(727) 535-1684,Insurance Agencies,8545 Ulmerton Rd,"Largo, FL 33771",False,https://thecallwizards.com/
31,0,ACTIVE,New,,The Chelsea St Pete,,(727) 200-6083,Cafes,2462 5th Ave S,"Saint Petersburg, FL 33712",False,https://thechelseastpete.com/pages/contact
40,0,Scrape Error,New,,The Children's Place,,(727) 725-2160,Clothing Stores,27001 US Highway 19 N,"Clearwater, FL 33761",False,https://www.childrensplace.com/
34,0,ACTIVE,New,,The Chill Room of Pinellas Park,,(727) 827-2339,Cafes,6709 49th St N,"Pinellas Park, FL 33781",False,http://thechillroom.com/
40,0,ACTIVE,New,,Quote Quote,,(727) 281-2247,Insurance Agencies,301 Seacrest Dr,"Largo, FL 33771",False,http://floridabestquote.com/
38,0,ACTIVE,New,,The Munette Group,,(727) 230-0321,Real Estate Agents,801 W Bay Dr,"Largo, FL 33770",False,https://www.themunettegroup.com/
50,0,ACTIVE,New,,Prime-Scape Services,,(727) 447-2186,Landscaping Services,12890 Automobile Blvd,"Clearwater, FL 33762",False,https://www.primescapeservices.com/
30,0,ACTIVE,New,,Pro-Shield Roof Restoration,,(727) 201-4584,Roofing Contractors,150 153rd Ave,"Madeira Beach, FL 33708",False,http://www.reliantserviceteam.com/
32,0,ACTIVE,New,,Professional Health Care of Pinellas - Pinellas Park,,(727) 541-5544,Medical Clinics,6502 Park Blvd N,"Pinellas Park, FL 33781",False,https://www.phcpinellas.com/locations/pinellas-park
26,0,ACTIVE,New,,Professional Health Care of Pinellas - 49th St,,(727) 527-8788,Medical Clinics,5880 49th Street North 101 N,"St. Petersburg, FL 33709",False,https://www.phcpinellas.com/locations/northside
26,0,ACTIVE,New,,Professional Health Care of Pinellas,,(727) 541-4458,Medical Clinics,8133 54th Ave N,"St Petersburg, FL 33709",False,https://www.phcpinellas.com/locations/west-st-pete
27,0,ACTIVE,New,,Therapy Now Physical PA,,(727) 873-6507,Medical Clinics,6711 49th St N,"Pinellas Park, FL 33781",False,https://physicaltherapynow.com/largo
38,0,ACTIVE,New,,Thermal Roof Coatings,,(727) 201-0456,Roofing Contractors,10021 4th St N,"Saint Petersburg, FL 33702",False,https://rjowensroofing.com/
